Vardas         Pavarde        Galutinis balas (vid.)
Vardas392       Pavarde392      3.64
Vardas393       Pavarde393      4.08
Vardas394       Pavarde394      3.84
Vardas395       Pavarde395      4.92
Vardas402       Pavarde402      3.08
Vardas405       Pavarde405      4.16
Vardas407       Pavarde407      3.08
Vardas408       Pavarde408      4.60
Vardas411       Pavarde411      3.12
Vardas412       Pavarde412      4.36
Vardas413       Pavarde413      2.72
Vardas419       Pavarde419      2.72
Vardas421       Pavarde421      3.24
Vardas428       Pavarde428      4.44
Vardas430       Pavarde430      4.96
Vardas432       Pavarde432      2.92
Vardas434       Pavarde434      3.08
Vardas437       Pavarde437      2.92
Vardas440       Pavarde440      3.08
Vardas441       Pavarde441      3.00
Vardas446       Pavarde446      3.32
Vardas450       Pavarde450      2.76
Vardas453       Pavarde453      4.40
Vardas456       Pavarde456      2.96
Vardas457       Pavarde457      4.04
Vardas458       Pavarde458      4.24
Vardas462       Pavarde462      4.32
Vardas463       Pavarde463      4.88
Vardas465       Pavarde465      4.84
Vardas468       Pavarde468      4.88
Vardas469       Pavarde469      3.72
Vardas470       Pavarde470      2.04
Vardas471       Pavarde471      2.60
Vardas473       Pavarde473      4.40
Vardas476       Pavarde476      4.80
Vardas477       Pavarde477      4.80
Vardas479       Pavarde479      3.36
Vardas483       Pavarde483      3.32
Vardas485       Pavarde485      4.36
Vardas486       Pavarde486      4.76
Vardas489       Pavarde489      2.92
Vardas490       Pavarde490      2.72
Vardas492       Pavarde492      3.32
Vardas497       Pavarde497      3.96
Vardas499       Pavarde499      4.48
Vardas505       Pavarde505      4.56
Vardas511       Pavarde511      2.68
Vardas513       Pavarde513      3.20
Vardas514       Pavarde514      3.28
Vardas515       Pavarde515      4.92
Vardas517       Pavarde517      2.04
Vardas518       Pavarde518      4.72
Vardas519       Pavarde519      3.84
Vardas521       Pavarde521      3.64
Vardas526       Pavarde526      4.32
Vardas532       Pavarde532      4.80
Vardas533       Pavarde533      2.88
Vardas543       Pavarde543      3.76
Vardas547       Pavarde547      3.76
Vardas548       Pavarde548      3.32
Vardas549       Pavarde549      4.20
Vardas550       Pavarde550      2.76
Vardas552       Pavarde552      4.32
Vardas556       Pavarde556      3.80
Vardas558       Pavarde558      4.84
Vardas560       Pavarde560      3.44
Vardas563       Pavarde563      4.24
Vardas565       Pavarde565      4.00
Vardas566       Pavarde566      3.88
Vardas569       Pavarde569      4.72
Vardas570       Pavarde570      4.12
Vardas573       Pavarde573      3.92
Vardas575       Pavarde575      4.72
Vardas577       Pavarde577      3.52
Vardas578       Pavarde578      3.48
Vardas581       Pavarde581      4.64
Vardas583       Pavarde583      2.36
Vardas586       Pavarde586      4.72
Vardas590       Pavarde590      4.72
Vardas591       Pavarde591      2.96
Vardas593       Pavarde593      4.12
Vardas597       Pavarde597      3.28
Vardas600       Pavarde600      2.68
Vardas601       Pavarde601      4.04
Vardas602       Pavarde602      1.88
Vardas605       Pavarde605      4.12
Vardas608       Pavarde608      2.84
Vardas609       Pavarde609      3.24
Vardas611       Pavarde611      3.68
Vardas613       Pavarde613      4.20
Vardas614       Pavarde614      3.72
Vardas615       Pavarde615      4.20
Vardas617       Pavarde617      4.72
Vardas618       Pavarde618      4.96
Vardas621       Pavarde621      3.28
Vardas622       Pavarde622      4.48
Vardas623       Pavarde623      4.52
Vardas625       Pavarde625      3.96
Vardas626       Pavarde626      2.52
Vardas630       Pavarde630      3.16
Vardas633       Pavarde633      3.24
Vardas635       Pavarde635      4.40
Vardas642       Pavarde642      3.40
Vardas646       Pavarde646      3.04
Vardas647       Pavarde647      2.08
Vardas650       Pavarde650      2.76
Vardas651       Pavarde651      4.96
Vardas652       Pavarde652      2.68
Vardas654       Pavarde654      4.48
Vardas655       Pavarde655      3.08
Vardas657       Pavarde657      2.36
Vardas658       Pavarde658      3.40
Vardas660       Pavarde660      2.68
Vardas662       Pavarde662      4.60
Vardas668       Pavarde668      2.76
Vardas669       Pavarde669      3.96
Vardas672       Pavarde672      4.12
Vardas673       Pavarde673      4.60
Vardas679       Pavarde679      3.08
Vardas681       Pavarde681      2.68
Vardas683       Pavarde683      4.64
Vardas685       Pavarde685      3.08
Vardas686       Pavarde686      4.32
Vardas687       Pavarde687      4.28
Vardas690       Pavarde690      4.44
Vardas694       Pavarde694      4.08
Vardas698       Pavarde698      3.36
Vardas699       Pavarde699      4.16
Vardas700       Pavarde700      2.52
Vardas704       Pavarde704      3.84
Vardas708       Pavarde708      2.76
Vardas714       Pavarde714      4.64
Vardas715       Pavarde715      4.48
Vardas716       Pavarde716      4.48
Vardas717       Pavarde717      4.64
Vardas722       Pavarde722      2.28
Vardas723       Pavarde723      4.20
Vardas729       Pavarde729      4.28
Vardas731       Pavarde731      4.36
Vardas733       Pavarde733      3.20
Vardas735       Pavarde735      4.88
Vardas737       Pavarde737      3.76
Vardas739       Pavarde739      3.16
Vardas740       Pavarde740      3.68
Vardas742       Pavarde742      4.48
Vardas745       Pavarde745      3.68
Vardas746       Pavarde746      2.92
Vardas748       Pavarde748      3.16
Vardas752       Pavarde752      3.76
Vardas762       Pavarde762      3.96
Vardas763       Pavarde763      2.20
Vardas764       Pavarde764      4.00
Vardas765       Pavarde765      3.96
Vardas767       Pavarde767      3.28
Vardas770       Pavarde770      2.96
Vardas771       Pavarde771      3.04
Vardas773       Pavarde773      4.44
Vardas788       Pavarde788      2.76
Vardas789       Pavarde789      4.96
Vardas790       Pavarde790      3.76
Vardas797       Pavarde797      3.88
Vardas798       Pavarde798      3.00
Vardas799       Pavarde799      3.00
Vardas802       Pavarde802      2.72
Vardas808       Pavarde808      4.56
Vardas814       Pavarde814      2.72
Vardas818       Pavarde818      4.28
Vardas820       Pavarde820      4.00
Vardas823       Pavarde823      4.28
Vardas824       Pavarde824      4.76
Vardas830       Pavarde830      2.84
Vardas831       Pavarde831      4.88
Vardas832       Pavarde832      3.16
Vardas836       Pavarde836      4.96
Vardas837       Pavarde837      4.04
Vardas838       Pavarde838      4.96
Vardas840       Pavarde840      2.20
Vardas842       Pavarde842      4.44
Vardas846       Pavarde846      4.60
Vardas847       Pavarde847      2.84
Vardas850       Pavarde850      4.92
Vardas851       Pavarde851      4.48
Vardas853       Pavarde853      4.44
Vardas854       Pavarde854      4.28
Vardas855       Pavarde855      2.84
Vardas856       Pavarde856      2.64
Vardas860       Pavarde860      4.60
Vardas863       Pavarde863      2.72
Vardas871       Pavarde871      4.28
Vardas873       Pavarde873      3.44
Vardas875       Pavarde875      4.60
Vardas879       Pavarde879      4.68
Vardas880       Pavarde880      2.36
Vardas881       Pavarde881      3.76
Vardas882       Pavarde882      4.40
Vardas884       Pavarde884      4.72
Vardas891       Pavarde891      3.60
Vardas898       Pavarde898      3.48
Vardas903       Pavarde903      2.92
Vardas904       Pavarde904      2.56
Vardas905       Pavarde905      4.72
Vardas906       Pavarde906      4.20
Vardas908       Pavarde908      2.76
Vardas909       Pavarde909      2.76
Vardas913       Pavarde913      4.64
Vardas916       Pavarde916      4.52
Vardas917       Pavarde917      4.12
Vardas918       Pavarde918      3.16
Vardas920       Pavarde920      3.16
Vardas922       Pavarde922      3.48
Vardas923       Pavarde923      4.24
Vardas925       Pavarde925      3.96
Vardas927       Pavarde927      1.88
Vardas929       Pavarde929      4.80
Vardas930       Pavarde930      3.36
Vardas931       Pavarde931      4.80
Vardas932       Pavarde932      4.08
Vardas933       Pavarde933      2.96
Vardas934       Pavarde934      3.76
Vardas935       Pavarde935      2.60
Vardas936       Pavarde936      4.32
Vardas943       Pavarde943      2.96
Vardas949       Pavarde949      3.52
Vardas952       Pavarde952      2.68
Vardas953       Pavarde953      4.48
Vardas957       Pavarde957      4.92
Vardas960       Pavarde960      3.20
Vardas962       Pavarde962      3.84
Vardas965       Pavarde965      4.00
Vardas967       Pavarde967      3.40
Vardas969       Pavarde969      4.92
Vardas976       Pavarde976      4.08
Vardas977       Pavarde977      2.84
Vardas978       Pavarde978      3.44
Vardas983       Pavarde983      3.52
Vardas986       Pavarde986      4.36
Vardas988       Pavarde988      2.12
Vardas993       Pavarde993      2.28
Vardas995       Pavarde995      2.20
Vardas997       Pavarde997      3.20
Vardas998       Pavarde998      4.36
Vardas999       Pavarde999      2.76
Vardas1000      Pavarde1000     3.72
Vardas1003      Pavarde1003     3.40
Vardas1009      Pavarde1009     3.60
Vardas1011      Pavarde1011     2.56
Vardas1015      Pavarde1015     4.76
Vardas1017      Pavarde1017     3.24
Vardas1019      Pavarde1019     2.72
Vardas1020      Pavarde1020     2.68
Vardas1021      Pavarde1021     3.12
Vardas1022      Pavarde1022     4.96
Vardas1024      Pavarde1024     2.24
Vardas1026      Pavarde1026     3.64
Vardas1028      Pavarde1028     3.96
Vardas1029      Pavarde1029     4.40
Vardas1032      Pavarde1032     4.16
Vardas1035      Pavarde1035     4.56
Vardas1041      Pavarde1041     3.60
Vardas1043      Pavarde1043     2.60
Vardas1047      Pavarde1047     2.56
Vardas1050      Pavarde1050     4.20
Vardas1051      Pavarde1051     3.56
Vardas1052      Pavarde1052     2.68
Vardas1053      Pavarde1053     4.56
Vardas1054      Pavarde1054     4.44
Vardas1055      Pavarde1055     3.52
Vardas1057      Pavarde1057     3.24
Vardas1061      Pavarde1061     4.08
Vardas1062      Pavarde1062     2.84
Vardas1064      Pavarde1064     3.52
Vardas1068      Pavarde1068     4.20
Vardas1075      Pavarde1075     3.88
Vardas1077      Pavarde1077     4.92
Vardas1080      Pavarde1080     4.60
Vardas1082      Pavarde1082     4.64
Vardas1083      Pavarde1083     3.80
Vardas1085      Pavarde1085     4.08
Vardas1086      Pavarde1086     2.64
Vardas1087      Pavarde1087     2.20
Vardas1090      Pavarde1090     4.64
Vardas1092      Pavarde1092     4.28
Vardas1093      Pavarde1093     3.72
Vardas1100      Pavarde1100     3.72
Vardas1102      Pavarde1102     3.28
Vardas1103      Pavarde1103     4.32
Vardas1104      Pavarde1104     2.44
Vardas1106      Pavarde1106     4.00
Vardas1113      Pavarde1113     4.92
Vardas1116      Pavarde1116     2.56
Vardas1119      Pavarde1119     2.88
Vardas1120      Pavarde1120     4.56
Vardas1126      Pavarde1126     2.44
Vardas1132      Pavarde1132     2.60
Vardas1136      Pavarde1136     2.84
Vardas1142      Pavarde1142     4.72
Vardas1146      Pavarde1146     3.48
Vardas1150      Pavarde1150     4.84
Vardas1152      Pavarde1152     3.92
Vardas1153      Pavarde1153     4.88
Vardas1154      Pavarde1154     2.84
Vardas1155      Pavarde1155     2.96
Vardas1159      Pavarde1159     3.48
Vardas1160      Pavarde1160     4.28
Vardas1165      Pavarde1165     3.64
Vardas1166      Pavarde1166     3.32
Vardas1167      Pavarde1167     4.96
Vardas1168      Pavarde1168     3.00
Vardas1172      Pavarde1172     4.96
Vardas1173      Pavarde1173     3.24
Vardas1177      Pavarde1177     4.76
Vardas1178      Pavarde1178     3.16
Vardas1179      Pavarde1179     3.16
Vardas1181      Pavarde1181     4.32
Vardas1186      Pavarde1186     3.20
Vardas1187      Pavarde1187     4.32
Vardas1190      Pavarde1190     4.52
Vardas1191      Pavarde1191     4.24
Vardas1198      Pavarde1198     3.64
Vardas1199      Pavarde1199     3.52
Vardas1202      Pavarde1202     3.28
Vardas1206      Pavarde1206     3.84
Vardas1209      Pavarde1209     3.20
Vardas1210      Pavarde1210     2.84
Vardas1211      Pavarde1211     3.16
Vardas1216      Pavarde1216     3.36
Vardas1217      Pavarde1217     4.60
Vardas1219      Pavarde1219     3.40
Vardas1221      Pavarde1221     3.68
Vardas1224      Pavarde1224     3.56
Vardas1230      Pavarde1230     4.20
Vardas1234      Pavarde1234     3.52
Vardas1239      Pavarde1239     4.08
Vardas1243      Pavarde1243     4.12
Vardas1249      Pavarde1249     3.40
Vardas1250      Pavarde1250     2.52
Vardas1252      Pavarde1252     2.56
Vardas1254      Pavarde1254     3.96
Vardas1255      Pavarde1255     2.76
Vardas1256      Pavarde1256     3.32
Vardas1258      Pavarde1258     3.32
Vardas1259      Pavarde1259     3.16
Vardas1260      Pavarde1260     3.84
Vardas1261      Pavarde1261     4.44
Vardas1262      Pavarde1262     3.36
Vardas1264      Pavarde1264     4.68
Vardas1265      Pavarde1265     2.64
Vardas1266      Pavarde1266     4.04
Vardas1268      Pavarde1268     4.76
Vardas1271      Pavarde1271     2.92
Vardas1277      Pavarde1277     4.64
Vardas1278      Pavarde1278     2.88
Vardas1281      Pavarde1281     4.52
Vardas1283      Pavarde1283     3.88
Vardas1284      Pavarde1284     4.84
Vardas1285      Pavarde1285     4.76
Vardas1286      Pavarde1286     3.12
Vardas1287      Pavarde1287     4.72
Vardas1288      Pavarde1288     2.60
Vardas1289      Pavarde1289     4.76
Vardas1291      Pavarde1291     2.52
Vardas1297      Pavarde1297     3.96
Vardas1298      Pavarde1298     3.16
Vardas1300      Pavarde1300     2.60
Vardas1304      Pavarde1304     2.44
Vardas1305      Pavarde1305     4.72
Vardas1308      Pavarde1308     2.84
Vardas1315      Pavarde1315     3.12
Vardas1316      Pavarde1316     3.52
Vardas1318      Pavarde1318     3.80
Vardas1321      Pavarde1321     3.72
Vardas1322      Pavarde1322     3.60
Vardas1325      Pavarde1325     2.04
Vardas1326      Pavarde1326     2.96
Vardas1330      Pavarde1330     2.84
Vardas1331      Pavarde1331     2.72
Vardas1335      Pavarde1335     3.52
Vardas1339      Pavarde1339     4.80
Vardas1343      Pavarde1343     4.48
Vardas1344      Pavarde1344     3.20
Vardas1347      Pavarde1347     3.84
Vardas1351      Pavarde1351     4.72
Vardas1356      Pavarde1356     2.80
Vardas1357      Pavarde1357     3.32
Vardas1358      Pavarde1358     3.12
Vardas1359      Pavarde1359     4.36
Vardas1361      Pavarde1361     2.12
Vardas1362      Pavarde1362     4.40
Vardas1363      Pavarde1363     3.96
Vardas1364      Pavarde1364     3.72
Vardas1365      Pavarde1365     3.68
Vardas1366      Pavarde1366     4.60
Vardas1367      Pavarde1367     3.16
Vardas1368      Pavarde1368     4.52
Vardas1370      Pavarde1370     3.76
Vardas1371      Pavarde1371     4.96
Vardas1375      Pavarde1375     2.68
Vardas1376      Pavarde1376     3.04
Vardas1379      Pavarde1379     3.64
Vardas1380      Pavarde1380     4.92
Vardas1381      Pavarde1381     4.56
Vardas1382      Pavarde1382     4.88
Vardas1385      Pavarde1385     3.88
Vardas1386      Pavarde1386     2.44
Vardas1387      Pavarde1387     3.80
Vardas1390      Pavarde1390     4.40
Vardas1395      Pavarde1395     4.28
Vardas1396      Pavarde1396     2.32
Vardas1397      Pavarde1397     4.80
Vardas1402      Pavarde1402     3.76
Vardas1406      Pavarde1406     4.52
Vardas1409      Pavarde1409     4.92
Vardas1411      Pavarde1411     2.80
Vardas1416      Pavarde1416     1.88
Vardas1419      Pavarde1419     3.40
Vardas1420      Pavarde1420     4.80
Vardas1423      Pavarde1423     2.68
Vardas1424      Pavarde1424     3.52
Vardas1425      Pavarde1425     4.20
Vardas1427      Pavarde1427     3.84
Vardas1428      Pavarde1428     3.72
Vardas1431      Pavarde1431     3.00
Vardas1434      Pavarde1434     4.76
Vardas1437      Pavarde1437     3.80
Vardas1438      Pavarde1438     4.92
Vardas1441      Pavarde1441     3.40
Vardas1442      Pavarde1442     3.08
Vardas1443      Pavarde1443     4.96
Vardas1448      Pavarde1448     2.64
Vardas1453      Pavarde1453     3.32
Vardas1454      Pavarde1454     3.64
Vardas1459      Pavarde1459     4.92
Vardas1463      Pavarde1463     3.44
Vardas1465      Pavarde1465     2.92
Vardas1467      Pavarde1467     3.92
Vardas1468      Pavarde1468     2.92
Vardas1470      Pavarde1470     3.24
Vardas1471      Pavarde1471     4.00
Vardas1472      Pavarde1472     3.28
Vardas1474      Pavarde1474     4.32
Vardas1480      Pavarde1480     3.56
Vardas1486      Pavarde1486     2.96
Vardas1488      Pavarde1488     3.24
Vardas1490      Pavarde1490     3.88
Vardas1496      Pavarde1496     4.20
Vardas1497      Pavarde1497     4.52
Vardas1498      Pavarde1498     3.88
Vardas1499      Pavarde1499     3.56
Vardas1500      Pavarde1500     3.60
Vardas1503      Pavarde1503     3.72
Vardas1504      Pavarde1504     4.72
Vardas1506      Pavarde1506     2.24
Vardas1510      Pavarde1510     2.96
Vardas1511      Pavarde1511     3.52
Vardas1513      Pavarde1513     2.52
Vardas1515      Pavarde1515     4.08
Vardas1518      Pavarde1518     4.80
Vardas1519      Pavarde1519     4.68
Vardas1524      Pavarde1524     4.20
Vardas1527      Pavarde1527     4.88
Vardas1528      Pavarde1528     4.72
Vardas1529      Pavarde1529     4.80
Vardas1531      Pavarde1531     3.84
Vardas1532      Pavarde1532     4.72
Vardas1537      Pavarde1537     2.88
Vardas1540      Pavarde1540     3.96
Vardas1543      Pavarde1543     4.80
Vardas1545      Pavarde1545     3.32
Vardas1550      Pavarde1550     2.88
Vardas1552      Pavarde1552     4.76
Vardas1553      Pavarde1553     4.56
Vardas1556      Pavarde1556     4.80
Vardas1558      Pavarde1558     3.68
Vardas1560      Pavarde1560     4.24
Vardas1561      Pavarde1561     3.84
Vardas1564      Pavarde1564     2.92
Vardas1566      Pavarde1566     2.76
Vardas1567      Pavarde1567     3.56
Vardas1570      Pavarde1570     1.96
Vardas1576      Pavarde1576     2.72
Vardas1578      Pavarde1578     4.80
Vardas1580      Pavarde1580     4.16
Vardas1586      Pavarde1586     3.40
Vardas1588      Pavarde1588     3.96
Vardas1590      Pavarde1590     2.76
Vardas1592      Pavarde1592     4.80
Vardas1595      Pavarde1595     2.84
Vardas1596      Pavarde1596     2.80
Vardas1598      Pavarde1598     3.56
Vardas1599      Pavarde1599     4.72
Vardas1602      Pavarde1602     2.96
Vardas1603      Pavarde1603     3.44
Vardas1604      Pavarde1604     3.52
Vardas1608      Pavarde1608     3.56
Vardas1610      Pavarde1610     3.56
Vardas1611      Pavarde1611     3.32
Vardas1615      Pavarde1615     2.92
Vardas1618      Pavarde1618     3.40
Vardas1623      Pavarde1623     2.76
Vardas1624      Pavarde1624     2.12
Vardas1630      Pavarde1630     4.88
Vardas1631      Pavarde1631     4.84
Vardas1632      Pavarde1632     2.92
Vardas1637      Pavarde1637     2.28
Vardas1639      Pavarde1639     3.84
Vardas1641      Pavarde1641     2.20
Vardas1644      Pavarde1644     4.48
Vardas1645      Pavarde1645     3.56
Vardas1649      Pavarde1649     2.88
Vardas1650      Pavarde1650     3.44
Vardas1651      Pavarde1651     4.92
Vardas1652      Pavarde1652     4.84
Vardas1653      Pavarde1653     4.32
Vardas1661      Pavarde1661     3.36
Vardas1663      Pavarde1663     2.84
Vardas1665      Pavarde1665     3.40
Vardas1667      Pavarde1667     2.88
Vardas1671      Pavarde1671     3.60
Vardas1672      Pavarde1672     4.52
Vardas1673      Pavarde1673     3.20
Vardas1678      Pavarde1678     2.92
Vardas1679      Pavarde1679     3.60
Vardas1680      Pavarde1680     3.28
Vardas1681      Pavarde1681     4.16
Vardas1682      Pavarde1682     2.88
Vardas1684      Pavarde1684     2.52
Vardas1686      Pavarde1686     2.84
Vardas1687      Pavarde1687     4.08
Vardas1688      Pavarde1688     3.32
Vardas1690      Pavarde1690     4.04
Vardas1692      Pavarde1692     2.60
Vardas1693      Pavarde1693     3.04
Vardas1697      Pavarde1697     4.72
Vardas1701      Pavarde1701     3.76
Vardas1705      Pavarde1705     1.96
Vardas1710      Pavarde1710     1.64
Vardas1713      Pavarde1713     3.48
Vardas1714      Pavarde1714     4.52
Vardas1715      Pavarde1715     4.48
Vardas1718      Pavarde1718     3.24
Vardas1720      Pavarde1720     4.96
Vardas1722      Pavarde1722     2.68
Vardas1723      Pavarde1723     3.56
Vardas1727      Pavarde1727     4.12
Vardas1732      Pavarde1732     3.52
Vardas1733      Pavarde1733     4.12
Vardas1734      Pavarde1734     4.32
Vardas1735      Pavarde1735     2.76
Vardas1736      Pavarde1736     3.24
Vardas1742      Pavarde1742     4.00
Vardas1744      Pavarde1744     3.44
Vardas1747      Pavarde1747     3.04
Vardas1752      Pavarde1752     4.12
Vardas1758      Pavarde1758     3.44
Vardas1762      Pavarde1762     4.00
Vardas1763      Pavarde1763     4.76
Vardas1765      Pavarde1765     4.96
Vardas1767      Pavarde1767     4.44
Vardas1768      Pavarde1768     4.32
Vardas1769      Pavarde1769     3.80
Vardas1772      Pavarde1772     4.40
Vardas1776      Pavarde1776     2.84
Vardas1777      Pavarde1777     4.64
Vardas1779      Pavarde1779     4.52
Vardas1781      Pavarde1781     4.96
Vardas1787      Pavarde1787     3.88
Vardas1789      Pavarde1789     2.24
Vardas1790      Pavarde1790     4.24
Vardas1791      Pavarde1791     3.32
Vardas1793      Pavarde1793     2.84
Vardas1795      Pavarde1795     2.28
Vardas1798      Pavarde1798     4.48
Vardas1799      Pavarde1799     4.04
Vardas1800      Pavarde1800     3.32
Vardas1801      Pavarde1801     4.28
Vardas1804      Pavarde1804     4.64
Vardas1808      Pavarde1808     4.32
Vardas1813      Pavarde1813     2.80
Vardas1814      Pavarde1814     4.48
Vardas1815      Pavarde1815     4.80
Vardas1816      Pavarde1816     2.80
Vardas1817      Pavarde1817     3.00
Vardas1822      Pavarde1822     3.04
Vardas1824      Pavarde1824     4.88
Vardas1825      Pavarde1825     4.12
Vardas1826      Pavarde1826     4.16
Vardas1831      Pavarde1831     3.96
Vardas1835      Pavarde1835     3.32
Vardas1841      Pavarde1841     3.44
Vardas1843      Pavarde1843     3.48
Vardas1844      Pavarde1844     4.92
Vardas1846      Pavarde1846     3.76
Vardas1847      Pavarde1847     2.68
Vardas1848      Pavarde1848     2.44
Vardas1849      Pavarde1849     2.84
Vardas1850      Pavarde1850     4.16
Vardas1851      Pavarde1851     3.64
Vardas1855      Pavarde1855     4.92
Vardas1856      Pavarde1856     4.96
Vardas1858      Pavarde1858     3.16
Vardas1859      Pavarde1859     4.16
Vardas1861      Pavarde1861     4.28
Vardas1862      Pavarde1862     3.24
Vardas1863      Pavarde1863     2.44
