Vardas         Pavarde        Galutinis balas (vid.)
Vardas869       Pavarde869      6.72
Vardas870       Pavarde870      8.16
Vardas872       Pavarde872      7.40
Vardas874       Pavarde874      7.20
Vardas876       Pavarde876      5.92
Vardas877       Pavarde877      6.92
Vardas878       Pavarde878      5.52
Vardas883       Pavarde883      6.12
Vardas885       Pavarde885      6.44
Vardas886       Pavarde886      6.36
Vardas887       Pavarde887      7.76
Vardas888       Pavarde888      5.56
Vardas889       Pavarde889      8.44
Vardas890       Pavarde890      7.68
Vardas892       Pavarde892      7.40
Vardas893       Pavarde893      5.56
Vardas894       Pavarde894      7.52
Vardas895       Pavarde895      8.08
Vardas896       Pavarde896      5.64
Vardas897       Pavarde897      6.72
Vardas899       Pavarde899      5.44
Vardas900       Pavarde900      6.88
Vardas901       Pavarde901      6.84
Vardas902       Pavarde902      5.28
Vardas907       Pavarde907      8.40
Vardas910       Pavarde910      6.20
Vardas911       Pavarde911      6.28
Vardas912       Pavarde912      7.80
Vardas914       Pavarde914      7.72
Vardas915       Pavarde915      5.88
Vardas919       Pavarde919      5.64
Vardas921       Pavarde921      5.92
Vardas924       Pavarde924      7.36
Vardas926       Pavarde926      6.56
Vardas928       Pavarde928      7.44
Vardas937       Pavarde937      5.84
Vardas938       Pavarde938      5.92
Vardas939       Pavarde939      7.40
Vardas940       Pavarde940      6.80
Vardas941       Pavarde941      8.32
Vardas942       Pavarde942      8.40
Vardas944       Pavarde944      5.88
Vardas945       Pavarde945      7.48
Vardas946       Pavarde946      7.28
Vardas947       Pavarde947      6.64
Vardas948       Pavarde948      6.56
Vardas950       Pavarde950      5.36
Vardas951       Pavarde951      6.32
Vardas954       Pavarde954      8.72
Vardas955       Pavarde955      6.56
Vardas956       Pavarde956      6.28
Vardas958       Pavarde958      5.60
Vardas959       Pavarde959      7.40
Vardas961       Pavarde961      6.76
Vardas963       Pavarde963      6.16
Vardas964       Pavarde964      5.92
Vardas966       Pavarde966      6.36
Vardas968       Pavarde968      5.64
Vardas970       Pavarde970      6.00
Vardas971       Pavarde971      7.68
Vardas972       Pavarde972      8.36
Vardas973       Pavarde973      5.04
Vardas974       Pavarde974      5.08
Vardas975       Pavarde975      5.80
Vardas979       Pavarde979      5.56
Vardas980       Pavarde980      5.12
Vardas981       Pavarde981      7.08
Vardas982       Pavarde982      5.24
Vardas984       Pavarde984      8.32
Vardas985       Pavarde985      6.36
Vardas987       Pavarde987      7.08
Vardas989       Pavarde989      5.84
Vardas990       Pavarde990      7.08
Vardas991       Pavarde991      7.72
Vardas992       Pavarde992      6.64
Vardas994       Pavarde994      6.52
Vardas996       Pavarde996      7.20
Vardas1001      Pavarde1001     7.92
Vardas1002      Pavarde1002     6.64
Vardas1004      Pavarde1004     7.80
Vardas1005      Pavarde1005     7.52
Vardas1006      Pavarde1006     5.76
Vardas1007      Pavarde1007     5.40
Vardas1008      Pavarde1008     6.48
Vardas1010      Pavarde1010     6.92
Vardas1012      Pavarde1012     8.32
Vardas1013      Pavarde1013     7.92
Vardas1014      Pavarde1014     6.76
Vardas1016      Pavarde1016     7.12
Vardas1018      Pavarde1018     7.64
Vardas1023      Pavarde1023     8.80
Vardas1025      Pavarde1025     7.96
Vardas1027      Pavarde1027     5.84
Vardas1030      Pavarde1030     7.32
Vardas1031      Pavarde1031     7.40
Vardas1033      Pavarde1033     8.72
Vardas1034      Pavarde1034     7.16
Vardas1036      Pavarde1036     6.96
Vardas1037      Pavarde1037     7.32
Vardas1038      Pavarde1038     8.88
Vardas1039      Pavarde1039     6.00
Vardas1040      Pavarde1040     5.52
Vardas1042      Pavarde1042     5.88
Vardas1044      Pavarde1044     7.20
Vardas1045      Pavarde1045     6.40
Vardas1046      Pavarde1046     6.72
Vardas1048      Pavarde1048     7.68
Vardas1049      Pavarde1049     5.20
Vardas1056      Pavarde1056     6.32
Vardas1058      Pavarde1058     6.16
Vardas1059      Pavarde1059     5.56
Vardas1060      Pavarde1060     6.28
Vardas1063      Pavarde1063     5.84
Vardas1065      Pavarde1065     5.92
Vardas1066      Pavarde1066     7.52
Vardas1067      Pavarde1067     6.96
Vardas1069      Pavarde1069     6.36
Vardas1070      Pavarde1070     6.36
Vardas1071      Pavarde1071     5.12
Vardas1072      Pavarde1072     7.60
Vardas1073      Pavarde1073     5.12
Vardas1074      Pavarde1074     7.64
Vardas1076      Pavarde1076     5.48
Vardas1078      Pavarde1078     6.72
Vardas1079      Pavarde1079     5.80
Vardas1081      Pavarde1081     5.00
Vardas1084      Pavarde1084     7.64
Vardas1088      Pavarde1088     8.00
Vardas1089      Pavarde1089     7.68
Vardas1091      Pavarde1091     6.16
Vardas1094      Pavarde1094     8.72
Vardas1095      Pavarde1095     6.60
Vardas1096      Pavarde1096     5.76
Vardas1097      Pavarde1097     8.16
Vardas1098      Pavarde1098     6.52
Vardas1099      Pavarde1099     5.12
Vardas1101      Pavarde1101     6.36
Vardas1105      Pavarde1105     6.04
Vardas1107      Pavarde1107     5.20
Vardas1108      Pavarde1108     6.80
Vardas1109      Pavarde1109     6.24
Vardas1110      Pavarde1110     7.72
Vardas1111      Pavarde1111     7.32
Vardas1112      Pavarde1112     7.08
Vardas1114      Pavarde1114     6.56
Vardas1115      Pavarde1115     5.44
Vardas1117      Pavarde1117     6.56
Vardas1118      Pavarde1118     5.36
Vardas1121      Pavarde1121     7.88
Vardas1122      Pavarde1122     6.76
Vardas1123      Pavarde1123     7.16
Vardas1124      Pavarde1124     7.16
Vardas1125      Pavarde1125     6.04
Vardas1127      Pavarde1127     7.76
Vardas1128      Pavarde1128     6.88
Vardas1129      Pavarde1129     8.24
Vardas1130      Pavarde1130     6.20
Vardas1131      Pavarde1131     5.88
Vardas1133      Pavarde1133     5.08
Vardas1134      Pavarde1134     5.80
Vardas1135      Pavarde1135     7.28
Vardas1137      Pavarde1137     6.88
Vardas1138      Pavarde1138     6.12
Vardas1139      Pavarde1139     7.64
Vardas1140      Pavarde1140     5.64
Vardas1141      Pavarde1141     6.64
Vardas1143      Pavarde1143     8.08
Vardas1144      Pavarde1144     8.20
Vardas1145      Pavarde1145     6.72
Vardas1147      Pavarde1147     6.32
Vardas1148      Pavarde1148     7.44
Vardas1149      Pavarde1149     6.64
Vardas1151      Pavarde1151     7.44
Vardas1156      Pavarde1156     7.56
Vardas1157      Pavarde1157     7.64
Vardas1158      Pavarde1158     7.84
Vardas1161      Pavarde1161     5.92
Vardas1162      Pavarde1162     6.40
Vardas1163      Pavarde1163     8.08
Vardas1164      Pavarde1164     7.48
Vardas1169      Pavarde1169     5.88
Vardas1170      Pavarde1170     5.56
Vardas1171      Pavarde1171     5.40
Vardas1174      Pavarde1174     6.00
Vardas1175      Pavarde1175     5.04
Vardas1176      Pavarde1176     6.44
Vardas1180      Pavarde1180     8.80
Vardas1182      Pavarde1182     5.52
Vardas1183      Pavarde1183     5.88
Vardas1184      Pavarde1184     8.96
Vardas1185      Pavarde1185     5.08
Vardas1188      Pavarde1188     5.44
Vardas1189      Pavarde1189     6.44
Vardas1192      Pavarde1192     6.68
Vardas1193      Pavarde1193     5.64
Vardas1194      Pavarde1194     5.00
Vardas1195      Pavarde1195     5.08
Vardas1196      Pavarde1196     7.72
Vardas1197      Pavarde1197     5.56
Vardas1200      Pavarde1200     6.28
Vardas1201      Pavarde1201     5.72
Vardas1203      Pavarde1203     5.08
Vardas1204      Pavarde1204     6.04
Vardas1205      Pavarde1205     7.40
Vardas1207      Pavarde1207     8.48
Vardas1208      Pavarde1208     6.40
Vardas1212      Pavarde1212     6.28
Vardas1213      Pavarde1213     5.88
Vardas1214      Pavarde1214     8.04
Vardas1215      Pavarde1215     6.08
Vardas1218      Pavarde1218     6.12
Vardas1220      Pavarde1220     5.00
Vardas1222      Pavarde1222     6.36
Vardas1223      Pavarde1223     7.28
Vardas1225      Pavarde1225     6.88
Vardas1226      Pavarde1226     6.60
Vardas1227      Pavarde1227     5.60
Vardas1228      Pavarde1228     7.24
Vardas1229      Pavarde1229     5.72
Vardas1231      Pavarde1231     6.40
Vardas1232      Pavarde1232     5.20
Vardas1233      Pavarde1233     7.20
Vardas1235      Pavarde1235     8.20
Vardas1236      Pavarde1236     8.28
Vardas1237      Pavarde1237     8.16
Vardas1238      Pavarde1238     8.24
Vardas1240      Pavarde1240     7.84
Vardas1241      Pavarde1241     8.04
Vardas1242      Pavarde1242     5.40
Vardas1244      Pavarde1244     6.88
Vardas1245      Pavarde1245     6.04
Vardas1246      Pavarde1246     8.16
Vardas1247      Pavarde1247     7.20
Vardas1248      Pavarde1248     8.08
Vardas1251      Pavarde1251     7.08
Vardas1253      Pavarde1253     5.52
Vardas1257      Pavarde1257     5.72
Vardas1263      Pavarde1263     6.76
Vardas1267      Pavarde1267     7.04
Vardas1269      Pavarde1269     6.24
Vardas1270      Pavarde1270     7.12
Vardas1272      Pavarde1272     5.20
Vardas1273      Pavarde1273     7.64
Vardas1274      Pavarde1274     7.80
Vardas1275      Pavarde1275     7.04
Vardas1276      Pavarde1276     7.68
Vardas1279      Pavarde1279     6.80
Vardas1280      Pavarde1280     6.24
Vardas1282      Pavarde1282     6.48
Vardas1290      Pavarde1290     9.04
Vardas1292      Pavarde1292     5.28
Vardas1293      Pavarde1293     5.28
Vardas1294      Pavarde1294     5.44
Vardas1295      Pavarde1295     5.00
Vardas1296      Pavarde1296     7.80
Vardas1299      Pavarde1299     7.00
Vardas1301      Pavarde1301     5.64
Vardas1302      Pavarde1302     6.40
Vardas1303      Pavarde1303     8.08
Vardas1306      Pavarde1306     5.84
Vardas1307      Pavarde1307     5.92
Vardas1309      Pavarde1309     6.16
Vardas1310      Pavarde1310     5.68
Vardas1311      Pavarde1311     7.64
Vardas1312      Pavarde1312     5.80
Vardas1313      Pavarde1313     6.92
Vardas1314      Pavarde1314     6.24
Vardas1317      Pavarde1317     5.08
Vardas1319      Pavarde1319     7.40
Vardas1320      Pavarde1320     5.68
Vardas1323      Pavarde1323     5.04
Vardas1324      Pavarde1324     7.72
Vardas1327      Pavarde1327     5.88
Vardas1328      Pavarde1328     6.28
Vardas1329      Pavarde1329     8.72
Vardas1332      Pavarde1332     7.72
Vardas1333      Pavarde1333     5.88
Vardas1334      Pavarde1334     5.72
Vardas1336      Pavarde1336     7.88
Vardas1337      Pavarde1337     5.12
Vardas1338      Pavarde1338     5.16
Vardas1340      Pavarde1340     7.08
Vardas1341      Pavarde1341     6.72
Vardas1342      Pavarde1342     6.08
Vardas1345      Pavarde1345     6.12
Vardas1346      Pavarde1346     6.76
Vardas1348      Pavarde1348     6.96
Vardas1349      Pavarde1349     7.20
