Vardas         Pavarde        Galutinis balas (vid.)
Vardas392       Pavarde392      3.64
Vardas393       Pavarde393      4.08
Vardas394       Pavarde394      3.84
Vardas395       Pavarde395      4.92
Vardas402       Pavarde402      3.08
Vardas405       Pavarde405      4.16
Vardas407       Pavarde407      3.08
Vardas408       Pavarde408      4.60
Vardas411       Pavarde411      3.12
Vardas412       Pavarde412      4.36
Vardas413       Pavarde413      2.72
Vardas419       Pavarde419      2.72
Vardas421       Pavarde421      3.24
Vardas428       Pavarde428      4.44
Vardas430       Pavarde430      4.96
Vardas432       Pavarde432      2.92
Vardas434       Pavarde434      3.08
Vardas437       Pavarde437      2.92
Vardas440       Pavarde440      3.08
Vardas441       Pavarde441      3.00
Vardas446       Pavarde446      3.32
Vardas450       Pavarde450      2.76
Vardas453       Pavarde453      4.40
Vardas456       Pavarde456      2.96
Vardas457       Pavarde457      4.04
Vardas458       Pavarde458      4.24
Vardas462       Pavarde462      4.32
Vardas463       Pavarde463      4.88
Vardas465       Pavarde465      4.84
Vardas468       Pavarde468      4.88
Vardas469       Pavarde469      3.72
Vardas470       Pavarde470      2.04
Vardas471       Pavarde471      2.60
Vardas473       Pavarde473      4.40
Vardas476       Pavarde476      4.80
Vardas477       Pavarde477      4.80
Vardas479       Pavarde479      3.36
Vardas483       Pavarde483      3.32
Vardas485       Pavarde485      4.36
Vardas486       Pavarde486      4.76
Vardas489       Pavarde489      2.92
Vardas490       Pavarde490      2.72
Vardas492       Pavarde492      3.32
Vardas497       Pavarde497      3.96
Vardas499       Pavarde499      4.48
Vardas505       Pavarde505      4.56
Vardas511       Pavarde511      2.68
Vardas513       Pavarde513      3.20
Vardas514       Pavarde514      3.28
Vardas515       Pavarde515      4.92
Vardas517       Pavarde517      2.04
Vardas518       Pavarde518      4.72
Vardas519       Pavarde519      3.84
Vardas521       Pavarde521      3.64
Vardas526       Pavarde526      4.32
Vardas532       Pavarde532      4.80
Vardas533       Pavarde533      2.88
Vardas543       Pavarde543      3.76
Vardas547       Pavarde547      3.76
Vardas548       Pavarde548      3.32
Vardas549       Pavarde549      4.20
Vardas550       Pavarde550      2.76
Vardas552       Pavarde552      4.32
Vardas556       Pavarde556      3.80
Vardas558       Pavarde558      4.84
Vardas560       Pavarde560      3.44
Vardas563       Pavarde563      4.24
Vardas565       Pavarde565      4.00
Vardas566       Pavarde566      3.88
Vardas569       Pavarde569      4.72
Vardas570       Pavarde570      4.12
Vardas573       Pavarde573      3.92
Vardas575       Pavarde575      4.72
Vardas577       Pavarde577      3.52
Vardas578       Pavarde578      3.48
Vardas581       Pavarde581      4.64
Vardas583       Pavarde583      2.36
Vardas586       Pavarde586      4.72
Vardas590       Pavarde590      4.72
Vardas591       Pavarde591      2.96
Vardas593       Pavarde593      4.12
Vardas597       Pavarde597      3.28
Vardas600       Pavarde600      2.68
Vardas601       Pavarde601      4.04
Vardas602       Pavarde602      1.88
Vardas605       Pavarde605      4.12
Vardas608       Pavarde608      2.84
Vardas609       Pavarde609      3.24
Vardas611       Pavarde611      3.68
Vardas613       Pavarde613      4.20
Vardas614       Pavarde614      3.72
Vardas615       Pavarde615      4.20
Vardas617       Pavarde617      4.72
Vardas618       Pavarde618      4.96
Vardas621       Pavarde621      3.28
Vardas622       Pavarde622      4.48
Vardas623       Pavarde623      4.52
Vardas625       Pavarde625      3.96
Vardas626       Pavarde626      2.52
Vardas630       Pavarde630      3.16
Vardas633       Pavarde633      3.24
Vardas635       Pavarde635      4.40
Vardas642       Pavarde642      3.40
Vardas646       Pavarde646      3.04
Vardas647       Pavarde647      2.08
Vardas650       Pavarde650      2.76
Vardas651       Pavarde651      4.96
Vardas652       Pavarde652      2.68
Vardas654       Pavarde654      4.48
Vardas655       Pavarde655      3.08
Vardas657       Pavarde657      2.36
Vardas658       Pavarde658      3.40
Vardas660       Pavarde660      2.68
Vardas662       Pavarde662      4.60
Vardas668       Pavarde668      2.76
Vardas669       Pavarde669      3.96
Vardas672       Pavarde672      4.12
Vardas673       Pavarde673      4.60
Vardas679       Pavarde679      3.08
Vardas681       Pavarde681      2.68
Vardas683       Pavarde683      4.64
Vardas685       Pavarde685      3.08
Vardas686       Pavarde686      4.32
Vardas687       Pavarde687      4.28
Vardas690       Pavarde690      4.44
Vardas694       Pavarde694      4.08
Vardas698       Pavarde698      3.36
Vardas699       Pavarde699      4.16
Vardas700       Pavarde700      2.52
Vardas704       Pavarde704      3.84
Vardas708       Pavarde708      2.76
Vardas714       Pavarde714      4.64
Vardas715       Pavarde715      4.48
Vardas716       Pavarde716      4.48
Vardas717       Pavarde717      4.64
Vardas722       Pavarde722      2.28
Vardas723       Pavarde723      4.20
Vardas729       Pavarde729      4.28
Vardas731       Pavarde731      4.36
Vardas733       Pavarde733      3.20
Vardas735       Pavarde735      4.88
Vardas737       Pavarde737      3.76
Vardas739       Pavarde739      3.16
Vardas740       Pavarde740      3.68
Vardas742       Pavarde742      4.48
Vardas745       Pavarde745      3.68
Vardas746       Pavarde746      2.92
Vardas748       Pavarde748      3.16
Vardas752       Pavarde752      3.76
Vardas762       Pavarde762      3.96
Vardas763       Pavarde763      2.20
Vardas764       Pavarde764      4.00
Vardas765       Pavarde765      3.96
Vardas767       Pavarde767      3.28
Vardas770       Pavarde770      2.96
Vardas771       Pavarde771      3.04
Vardas773       Pavarde773      4.44
Vardas788       Pavarde788      2.76
Vardas789       Pavarde789      4.96
Vardas790       Pavarde790      3.76
Vardas797       Pavarde797      3.88
Vardas798       Pavarde798      3.00
Vardas799       Pavarde799      3.00
Vardas802       Pavarde802      2.72
Vardas808       Pavarde808      4.56
Vardas814       Pavarde814      2.72
Vardas818       Pavarde818      4.28
Vardas820       Pavarde820      4.00
Vardas823       Pavarde823      4.28
Vardas824       Pavarde824      4.76
Vardas830       Pavarde830      2.84
Vardas831       Pavarde831      4.88
Vardas832       Pavarde832      3.16
Vardas836       Pavarde836      4.96
Vardas837       Pavarde837      4.04
Vardas838       Pavarde838      4.96
Vardas840       Pavarde840      2.20
Vardas842       Pavarde842      4.44
Vardas846       Pavarde846      4.60
Vardas847       Pavarde847      2.84
Vardas850       Pavarde850      4.92
Vardas851       Pavarde851      4.48
Vardas853       Pavarde853      4.44
Vardas854       Pavarde854      4.28
Vardas855       Pavarde855      2.84
Vardas856       Pavarde856      2.64
Vardas860       Pavarde860      4.60
Vardas863       Pavarde863      2.72
Vardas871       Pavarde871      4.28
Vardas873       Pavarde873      3.44
Vardas875       Pavarde875      4.60
Vardas879       Pavarde879      4.68
Vardas880       Pavarde880      2.36
Vardas881       Pavarde881      3.76
Vardas882       Pavarde882      4.40
Vardas884       Pavarde884      4.72
Vardas891       Pavarde891      3.60
Vardas898       Pavarde898      3.48
Vardas903       Pavarde903      2.92
Vardas904       Pavarde904      2.56
Vardas905       Pavarde905      4.72
Vardas906       Pavarde906      4.20
Vardas908       Pavarde908      2.76
Vardas909       Pavarde909      2.76
Vardas913       Pavarde913      4.64
Vardas916       Pavarde916      4.52
Vardas917       Pavarde917      4.12
Vardas918       Pavarde918      3.16
Vardas920       Pavarde920      3.16
Vardas922       Pavarde922      3.48
Vardas923       Pavarde923      4.24
Vardas925       Pavarde925      3.96
Vardas927       Pavarde927      1.88
Vardas929       Pavarde929      4.80
Vardas930       Pavarde930      3.36
Vardas931       Pavarde931      4.80
Vardas932       Pavarde932      4.08
Vardas933       Pavarde933      2.96
Vardas934       Pavarde934      3.76
Vardas935       Pavarde935      2.60
Vardas936       Pavarde936      4.32
Vardas943       Pavarde943      2.96
Vardas949       Pavarde949      3.52
Vardas952       Pavarde952      2.68
Vardas953       Pavarde953      4.48
Vardas957       Pavarde957      4.92
Vardas960       Pavarde960      3.20
Vardas962       Pavarde962      3.84
Vardas965       Pavarde965      4.00
Vardas967       Pavarde967      3.40
Vardas969       Pavarde969      4.92
Vardas976       Pavarde976      4.08
Vardas977       Pavarde977      2.84
Vardas978       Pavarde978      3.44
Vardas983       Pavarde983      3.52
Vardas986       Pavarde986      4.36
Vardas988       Pavarde988      2.12
Vardas993       Pavarde993      2.28
Vardas995       Pavarde995      2.20
Vardas997       Pavarde997      3.20
Vardas998       Pavarde998      4.36
Vardas999       Pavarde999      2.76
Vardas1000      Pavarde1000     3.72
