Vardas         Pavarde        Galutinis balas (vid.)
Vardas869       Pavarde869      6.72
Vardas870       Pavarde870      8.16
Vardas872       Pavarde872      7.40
Vardas874       Pavarde874      7.20
Vardas876       Pavarde876      5.92
Vardas877       Pavarde877      6.92
Vardas878       Pavarde878      5.52
Vardas883       Pavarde883      6.12
Vardas885       Pavarde885      6.44
Vardas886       Pavarde886      6.36
Vardas887       Pavarde887      7.76
Vardas888       Pavarde888      5.56
Vardas889       Pavarde889      8.44
Vardas890       Pavarde890      7.68
Vardas892       Pavarde892      7.40
Vardas893       Pavarde893      5.56
Vardas894       Pavarde894      7.52
Vardas895       Pavarde895      8.08
Vardas896       Pavarde896      5.64
Vardas897       Pavarde897      6.72
Vardas899       Pavarde899      5.44
Vardas900       Pavarde900      6.88
Vardas901       Pavarde901      6.84
Vardas902       Pavarde902      5.28
Vardas907       Pavarde907      8.40
Vardas910       Pavarde910      6.20
Vardas911       Pavarde911      6.28
Vardas912       Pavarde912      7.80
Vardas914       Pavarde914      7.72
Vardas915       Pavarde915      5.88
Vardas919       Pavarde919      5.64
Vardas921       Pavarde921      5.92
Vardas924       Pavarde924      7.36
Vardas926       Pavarde926      6.56
Vardas928       Pavarde928      7.44
Vardas937       Pavarde937      5.84
Vardas938       Pavarde938      5.92
Vardas939       Pavarde939      7.40
Vardas940       Pavarde940      6.80
Vardas941       Pavarde941      8.32
Vardas942       Pavarde942      8.40
Vardas944       Pavarde944      5.88
Vardas945       Pavarde945      7.48
Vardas946       Pavarde946      7.28
Vardas947       Pavarde947      6.64
Vardas948       Pavarde948      6.56
Vardas950       Pavarde950      5.36
Vardas951       Pavarde951      6.32
Vardas954       Pavarde954      8.72
Vardas955       Pavarde955      6.56
Vardas956       Pavarde956      6.28
Vardas958       Pavarde958      5.60
Vardas959       Pavarde959      7.40
Vardas961       Pavarde961      6.76
Vardas963       Pavarde963      6.16
Vardas964       Pavarde964      5.92
Vardas966       Pavarde966      6.36
Vardas968       Pavarde968      5.64
Vardas970       Pavarde970      6.00
Vardas971       Pavarde971      7.68
Vardas972       Pavarde972      8.36
Vardas973       Pavarde973      5.04
Vardas974       Pavarde974      5.08
Vardas975       Pavarde975      5.80
Vardas979       Pavarde979      5.56
Vardas980       Pavarde980      5.12
Vardas981       Pavarde981      7.08
Vardas982       Pavarde982      5.24
Vardas984       Pavarde984      8.32
Vardas985       Pavarde985      6.36
Vardas987       Pavarde987      7.08
Vardas989       Pavarde989      5.84
Vardas990       Pavarde990      7.08
Vardas991       Pavarde991      7.72
Vardas992       Pavarde992      6.64
Vardas994       Pavarde994      6.52
Vardas996       Pavarde996      7.20
